doi	received	accepted	published
10.1371/journal.pbio.1001051	2010-12-29	2011-03-15	2011-04-26
10.1371/journal.pmed.0020112	2004-10-08	2005-03-07	2005-04-26
10.1371/journal.pntd.0000708	2009-10-28	2010-04-20	2010-06-01
10.1371/journal.pone.0015958	2010-09-09	2010-12-01	2011-01-05
10.1371/journal.pgen.1003637	2012-03-05	2013-06-01	2013-07-18
10.1371/journal.pntd.0001341	2011-06-01	2011-08-16	2011-09-27
10.1371/journal.pgen.1002558	2011-10-07	2012-01-12	2012-03-01
10.1371/journal.pntd.0002745	2013-10-14	2014-02-01	2014-03-20
10.1371/journal.pone.0100676	2014-04-14	2014-05-02	2014-07-02
10.1371/journal.pcbi.1001031	2010-04-28	2010-11-11	2010-12-16
10.1371/journal.pmed.0040154	2006-09-25	2007-02-28	2007-05-01
10.1371/journal.pbio.1000621	2010-09-02	2011-04-14	2011-05-24
10.1371/journal.pmed.0050031	2007-05-22	2007-12-12	2008-02-12
10.1371/journal.pgen.1000855	2009-07-31	2010-01-23	2010-02-26
10.1371/journal.pone.0084926	2013-07-16	2013-11-19	2014-01-21
10.1371/journal.pone.0019995	2011-01-19	2011-04-08	2011-06-17
10.1371/journal.pcbi.1000332	2008-07-09	2009-02-12	2009-04-03
10.1371/journal.pcbi.1003770	2014-01-08	2014-06-26	2014-08-14
10.1371/journal.ppat.0010044	2005-08-08	2005-11-16	2005-12-23
10.1371/journal.pgen.1001351	2010-09-13	2011-02-23	2011-03-31
10.1371/journal.pmed.1000068	2008-09-11	2009-03-17	2009-05-05
10.1371/journal.pntd.0003719	2015-01-19	2015-03-24	2015-04-16
10.1371/journal.pmed.0030080	2005-05-13	2005-12-08	2006-02-07
10.1371/journal.ppat.1003431	2013-01-30	2013-05-02	2013-06-13
10.1371/journal.pone.0048627	2012-07-16	2012-10-01	2012-10-31
10.1371/journal.pone.0070338	2013-03-27	2013-06-21	2013-07-30
10.1371/journal.ppat.1002836	2011-12-15	2012-06-19	2012-08-02
10.1371/journal.pone.0055083	2012-10-08	2012-12-17	2013-01-31
10.1371/journal.ppat.1002482	2011-08-05	2011-11-29	2012-01-26
10.1371/journal.ppat.1000871	2009-10-15	2010-03-23	2010-04-29
10.1371/journal.pntd.0002310	2012-12-24	2013-05-31	2013-07-11
10.1371/journal.ppat.1000531	2009-01-13	2009-07-06	2009-07-31
10.1371/journal.ppat.1002129	2010-10-17	2011-05-04	2011-07-14
10.1371/journal.pmed.1001510	2013-02-20	2013-07-29	2013-09-03
10.1371/journal.pcbi.1002027	2010-11-17	2011-02-22	2011-03-31
10.1371/journal.ppat.1002140	2011-01-13	2011-05-10	2011-08-18
10.1371/journal.pone.0086774	2013-09-26	2013-12-17	2014-01-23
10.1371/journal.pcbi.1003456	2013-08-13	2013-12-11	2014-02-20
10.1371/journal.pcbi.1003687	2013-10-23	2014-05-09	2014-06-19
10.1371/journal.ppat.1001259	2010-09-20	2010-12-14	2011-01-20
10.1371/journal.pone.0054999	2012-08-30	2012-12-20	2013-01-30
10.1371/journal.pcbi.1000525	2009-04-15	2009-08-31	2009-10-02
10.1371/journal.pcbi.1003990	2014-05-12	2014-10-16	2014-12-11
10.1371/journal.pbio.1002120	2014-12-16	2015-03-03	2015-04-07
10.1371/journal.ppat.0010009	2005-05-09	2005-08-03	2005-09-30
10.1371/journal.pcbi.1001003	2010-05-17	2010-10-20	2010-12-02
10.1371/journal.pmed.0030266	2005-10-21	2006-04-24	2006-08-08
10.1371/journal.pcbi.1002015	2010-09-30	2011-01-17	2011-03-17
10.1371/journal.pcbi.1001097	2010-07-14	2011-01-28	2011-03-03
10.1371/journal.pmed.1001741	2014-03-03	2014-08-19	2014-10-14
10.1371/journal.ppat.1003557	2012-10-30	2013-07-01	2013-08-22
10.1371/journal.ppat.0020039	2006-01-09	2006-03-30	2006-05-12
10.1371/journal.ppat.0020102	2006-04-11	2006-08-25	2006-10-13
10.1371/journal.pcbi.1000940	2010-05-25	2010-08-23	2010-09-23
10.1371/journal.pbio.1001434	2012-06-21	2012-10-17	2012-12-27
10.1371/journal.ppat.1003477	2013-03-21	2013-05-21	2013-07-04
10.1371/journal.pntd.0003752	2015-02-09	2015-04-11	2015-05-14
10.1371/journal.pbio.1001733	2013-04-12	2013-10-30	2013-12-10
10.1371/journal.pone.0080169	2013-01-02	2013-10-08	2014-01-27
10.1371/journal.ppat.1000301	2008-09-08	2009-01-16	2009-02-13
10.1371/journal.ppat.1001085	2010-04-27	2010-08-03	2010-09-02
10.1371/journal.pgen.1000866	2009-10-06	2010-01-30	2010-03-05
10.1371/journal.ppat.1003094	2012-08-18	2012-11-05	2012-12-27
10.1371/journal.pcbi.1003941	2014-04-22	2014-09-26	2014-12-04
10.1371/journal.pmed.0030184	2005-11-23	2006-01-31	2006-06-06
10.1371/journal.pmed.1001755	2014-05-24	2014-09-30	2014-11-11
10.1371/journal.pcbi.1003178	2013-02-20	2013-07-01	2013-08-15
10.1371/journal.pntd.0001436	2011-05-18	2011-11-04	2011-12-13
10.1371/journal.pbio.1000377	2009-08-26	2010-04-15	2010-05-25
10.1371/journal.pgen.1003679	2013-03-13	2013-06-14	2013-08-08
10.1371/journal.pbio.1002046	2014-06-23	2014-12-08	2015-01-28
10.1371/journal.pntd.0000033	2007-04-12	2007-06-04	2007-10-22
10.1371/journal.pcbi.1000108	2007-10-19	2008-05-29	2008-07-11
10.1371/journal.pone.0028857	2011-09-13	2011-11-16	2011-12-12
10.1371/journal.ppat.1003975	2013-09-13	2014-01-21	2014-02-27
10.1371/journal.pbio.1002098	2014-08-26	2015-02-10	2015-03-23
10.1371/journal.pntd.0003600	2014-07-14	2015-02-05	2015-04-07
10.1371/journal.pgen.1004910	2013-09-26	2014-11-21	2015-01-08
10.1371/journal.pcbi.1004010	2014-06-05	2014-10-29	2014-12-04
10.1371/journal.pgen.1002662	2011-09-17	2012-03-05	2012-04-19
10.1371/journal.ppat.0030103	2007-01-17	2007-06-07	2007-07-20
10.1371/journal.pone.0000024	2006-08-21	2006-09-22	2006-12-20
10.1371/journal.pmed.0050188	2007-05-29	2008-07-07	2008-09-16
10.1371/journal.pgen.1003259	2012-07-18	2012-12-04	2013-01-31
10.1371/journal.pmed.1001835	2014-12-01	2015-04-23	2015-06-02
10.1371/journal.pcbi.1001086	2010-08-17	2011-01-18	2011-02-17
10.1371/journal.pgen.1001123	2010-02-19	2010-08-13	2010-09-16
10.1371/journal.pntd.0002173	2012-09-13	2013-03-08	2013-04-18
10.1371/journal.pcbi.1000086	2007-09-24	2008-04-15	2008-05-23
10.1371/journal.pbio.1001064	2010-12-30	2011-04-07	2011-05-17
10.1371/journal.ppat.1003479	2013-01-15	2013-05-22	2013-07-11
10.1371/journal.pgen.1003479	2012-09-12	2013-03-12	2013-05-02
10.1371/journal.pgen.0030124	2007-05-10	2007-06-11	2007-07-27
10.1371/journal.pntd.0000666	2010-01-15	2010-03-10	2010-04-20
10.1371/journal.pmed.1000107	2009-01-20	2009-05-28	2009-07-07
10.1371/journal.pone.0062363	2012-11-18	2013-03-20	2013-04-30
10.1371/journal.ppat.0030132	2007-04-06	2007-07-26	2007-09-14
10.1371/journal.pone.0004583	2008-11-26	2009-01-09	2009-02-25
10.1371/journal.pntd.0003070	2014-02-10	2014-06-23	2014-07-31
10.1371/journal.pone.0061670	2012-11-08	2013-03-12	2013-04-16
10.1371/journal.pone.0043936	2012-05-20	2012-07-26	2012-09-05
10.1371/journal.pbio.1000489	2010-03-15	2010-08-10	2010-09-21
10.1371/journal.pone.0049238	2012-03-22	2012-10-09	2012-11-09
10.1371/journal.ppat.1003208	2012-05-09	2013-01-14	2013-03-14
10.1371/journal.pgen.1004998	2014-08-25	2015-01-12	2015-03-27
10.1371/journal.pcbi.1002197	2011-03-01	2011-08-03	2011-10-06
10.1371/journal.pntd.0001617	2011-12-16	2012-03-05	2012-04-10
10.1371/journal.pcbi.1004295	2014-11-24	2015-04-21	2015-06-04
10.1371/journal.pone.0044975	2012-05-10	2012-08-15	2012-09-24
10.1371/journal.pbio.1001288	2011-06-01	2012-02-08	2012-03-20
10.1371/journal.pntd.0001272	2010-12-22	2011-06-22	2011-08-02
10.1371/journal.pgen.1000901	2009-09-11	2010-03-09	2010-04-08
10.1371/journal.pgen.1005227	2014-10-27	2015-01-15	2015-06-18
10.1371/journal.pone.0060410	2012-10-10	2013-02-26	2013-04-03
10.1371/journal.pcbi.1003726	2014-03-27	2014-06-02	2014-07-17
10.1371/journal.pmed.0040023	2006-05-05	2006-11-30	2007-01-30
10.1371/journal.pgen.1001280	2010-08-02	2010-12-17	2011-01-20
10.1371/journal.pgen.1003858	2013-03-13	2013-08-20	2013-10-17
10.1371/journal.ppat.1002554	2011-09-05	2012-01-12	2012-02-23
10.1371/journal.pntd.0000221	2007-09-17	2008-03-06	2008-04-09
10.1371/journal.pmed.0040015	2006-06-29	2006-11-14	2007-01-23
10.1371/journal.pmed.0050104	2007-06-26	2008-03-21	2008-05-13
10.1371/journal.pone.0051394	2012-10-09	2012-10-30	2012-12-07
10.1371/journal.pgen.1000194	2008-05-28	2008-08-07	2008-09-19
10.1371/journal.pgen.1001383	2010-09-16	2011-03-25	2011-04-21
10.1371/journal.pone.0122137	2014-09-29	2015-02-10	2015-03-24
10.1371/journal.pntd.0000253	2007-10-11	2008-05-20	2008-06-18
10.1371/journal.pcbi.1000987	2010-05-08	2010-10-04	2010-11-11
10.1371/journal.pntd.0002484	2013-05-03	2013-09-06	2013-10-17
10.1371/journal.pntd.0002879	2014-02-07	2014-04-04	2014-05-15
10.1371/journal.pmed.1001789	2013-07-05	2015-01-08	2015-02-24
10.1371/journal.pbio.1000593	2010-08-31	2010-12-31	2011-02-15
10.1371/journal.pntd.0002505	2012-11-20	2013-09-16	2013-11-07
10.1371/journal.ppat.1004909	2014-11-27	2015-04-23	2015-05-28
10.1371/journal.pntd.0003170	2014-05-14	2014-08-05	2014-09-25
10.1371/journal.ppat.1002845	2012-03-14	2012-06-24	2012-08-16
10.1371/journal.pcbi.1003618	2014-01-26	2014-03-28	2014-05-08
10.1371/journal.pntd.0001493	2011-07-22	2011-12-09	2012-01-31
10.1371/journal.pcbi.1002773	2012-03-13	2012-09-07	2012-11-08
10.1371/journal.pcbi.1003307	2013-05-03	2013-09-11	2013-10-31
10.1371/journal.ppat.1002091	2010-09-03	2011-04-13	2011-07-21
10.1371/journal.pbio.1001529	2012-08-01	2013-02-22	2013-04-02
10.1371/journal.pgen.1004691	2013-07-24	2014-08-20	2014-10-16
10.1371/journal.pcbi.1002979	2012-08-24	2013-01-23	2013-03-14
10.1371/journal.ppat.1000655	2009-04-07	2009-10-13	2009-11-06
10.1371/journal.pbio.1001719	2013-05-17	2013-10-16	2013-11-26
10.1371/journal.pgen.1000381	2008-10-03	2009-01-13	2009-02-13
10.1371/journal.ppat.1003923	2013-10-17	2013-12-19	2014-02-06
10.1371/journal.pmed.1001074	2010-11-30	2011-06-30	2011-08-09
10.1371/journal.pmed.1001829	2014-06-26	2015-04-13	2015-05-26
10.1371/journal.ppat.1004940	2015-02-17	2015-05-07	2015-05-28
10.1371/journal.pntd.0001943	2012-05-17	2012-10-23	2012-12-20
10.1371/journal.pcbi.0020107	2006-02-08	2006-07-10	2006-09-15
10.1371/journal.pbio.1001033	2010-11-11	2011-02-09	2011-03-22
10.1371/journal.pone.0118610	2014-10-03	2015-01-19	2015-03-03
10.1371/journal.pone.0117950	2014-08-07	2015-01-05	2015-02-18
10.1371/journal.pntd.0003214	2014-02-23	2014-08-25	2014-10-09
10.1371/journal.pcbi.1003179	2013-02-07	2013-07-01	2013-08-22
10.1371/journal.pone.0033005	2011-08-04	2012-02-08	2012-03-12
10.1371/journal.ppat.1001053	2009-11-24	2010-07-20	2010-08-19
10.1371/journal.pbio.1001911	2014-02-18	2014-06-12	2014-07-22
10.1371/journal.pmed.1001330	2012-04-23	2012-09-12	2012-10-23
10.1371/journal.pone.0041796	2012-03-09	2012-06-25	2012-09-06
10.1371/journal.pgen.1003576	2013-01-13	2013-05-03	2013-06-20
10.1371/journal.pgen.1002932	2012-01-04	2012-07-13	2012-09-13
10.1371/journal.pmed.0010065	2004-08-27	2004-10-27	2004-12-28
10.1371/journal.pone.0108271	2014-04-30	2014-08-26	2014-09-29
10.1371/journal.pone.0006704	2009-05-01	2009-07-21	2009-08-20
10.1371/journal.pone.0112455	2014-04-11	2014-10-15	2014-11-17
10.1371/journal.pcbi.1003602	2014-01-06	2014-03-19	2014-05-08
10.1371/journal.pone.0106557	2014-02-11	2014-08-08	2014-08-29
10.1371/journal.pntd.0000463	2009-01-05	2009-05-20	2009-06-23
10.1371/journal.pone.0102685	2013-12-11	2014-06-23	2014-07-14
10.1371/journal.ppat.1000125	2008-03-31	2008-07-14	2008-08-15
10.1371/journal.pcbi.1000345	2008-10-21	2009-03-02	2009-04-10
10.1371/journal.ppat.1000941	2009-11-09	2010-05-05	2010-06-03
10.1371/journal.pcbi.1000653	2009-08-03	2009-12-18	2010-01-29
10.1371/journal.pntd.0002608	2013-05-15	2013-11-13	2013-12-26
10.1371/journal.pgen.1003669	2013-04-15	2013-06-10	2013-08-01
10.1371/journal.pntd.0003645	2014-09-26	2015-02-25	2015-03-31
10.1371/journal.pcbi.1000112	2007-11-21	2008-06-03	2008-07-11
10.1371/journal.pone.0035938	2012-01-29	2012-03-27	2012-04-27
10.1371/journal.pgen.0010062	2005-08-01	2005-10-13	2005-11-18
10.1371/journal.pntd.0001658	2011-09-29	2012-04-11	2012-07-03
10.1371/journal.ppat.1000778	2009-07-09	2010-01-19	2010-02-19
10.1371/journal.pntd.0003683	2014-11-25	2015-03-06	2015-04-09
10.1371/journal.pcbi.1003505	2013-10-29	2014-01-15	2014-04-03
10.1371/journal.ppat.1000007	2007-07-19	2008-01-16	2008-02-29
10.1371/journal.pone.0121448	2014-05-16	2014-09-02	2015-03-30
10.1371/journal.pone.0041054	2012-02-08	2012-06-18	2012-07-17
10.1371/journal.pgen.1001096	2010-02-12	2010-07-27	2010-09-02
10.1371/journal.ppat.1000465	2008-10-14	2009-05-05	2009-06-05
10.1371/journal.ppat.1001184	2010-03-26	2010-10-07	2010-11-11
10.1371/journal.pbio.1000605	2010-08-03	2011-02-17	2011-03-29
10.1371/journal.pntd.0001465	2011-01-13	2011-11-21	2012-01-24
10.1371/journal.ppat.1004358	2014-02-23	2014-07-25	2014-09-25
10.1371/journal.pbio.1000436	2010-01-28	2010-06-15	2010-07-27
10.1371/journal.pgen.1003378	2012-07-30	2013-01-29	2013-03-21
10.1371/journal.pcbi.1001078	2010-01-10	2011-01-11	2011-02-24
10.1371/journal.ppat.1002986	2012-07-07	2012-09-07	2012-11-01
10.1371/journal.ppat.1004097	2013-02-20	2014-03-13	2014-05-01
10.1371/journal.pone.0030039	2011-09-04	2011-12-08	2012-01-10
10.1371/journal.pcbi.1002880	2012-06-28	2012-11-27	2013-01-17
10.1371/journal.pntd.0002317	2013-03-05	2013-06-05	2013-07-25
10.1371/journal.pntd.0001814	2012-04-24	2012-07-29	2012-09-06
10.1371/journal.ppat.1000240	2008-06-19	2008-11-13	2008-12-12
10.1371/journal.pone.0108675	2014-01-06	2014-09-02	2014-09-29
10.1371/journal.pgen.1000614	2009-02-12	2009-07-24	2009-08-21
10.1371/journal.pone.0050974	2012-06-01	2012-10-29	2012-11-29
10.1371/journal.pbio.1002029	2014-04-10	2014-11-12	2014-12-30
10.1371/journal.pgen.0010051	2005-08-16	2005-09-22	2005-10-21
10.1371/journal.pcbi.1002031	2010-12-29	2011-02-25	2011-05-05
10.1371/journal.pgen.1004491	2013-09-06	2014-05-21	2014-07-10
10.1371/journal.pcbi.1000114	2008-02-26	2008-06-04	2008-07-11
10.1371/journal.pntd.0002498	2012-12-05	2013-09-10	2013-11-14
10.1371/journal.pcbi.1003755	2013-12-09	2014-06-13	2014-07-31
10.1371/journal.pmed.0040106	2006-06-02	2007-01-31	2007-04-03
10.1371/journal.pntd.0001332	2011-04-05	2011-08-09	2011-09-20
10.1371/journal.pone.0109811	2014-05-27	2014-09-03	2014-10-07
10.1371/journal.pgen.1001325	2010-08-18	2011-02-03	2011-03-10
10.1371/journal.pcbi.1003212	2013-03-28	2013-07-23	2013-09-05
10.1371/journal.pntd.0003279	2013-12-09	2014-09-18	2014-11-20
10.1371/journal.pgen.1000358	2008-06-27	2008-12-29	2009-01-30
10.1371/journal.ppat.1003819	2013-03-04	2013-10-21	2013-12-19
10.1371/journal.pgen.1004584	2014-04-02	2014-07-08	2014-08-28
10.1371/journal.pone.0032104	2011-11-02	2012-01-23	2012-02-29
10.1371/journal.pmed.1001770	2014-07-06	2014-11-07	2014-12-23
10.1371/journal.pntd.0003541	2014-10-31	2015-01-14	2015-02-12
10.1371/journal.pmed.0050039	2007-07-13	2007-12-14	2008-02-19
10.1371/journal.pntd.0003577	2014-10-31	2015-01-29	2015-03-16
10.1371/journal.pgen.1000132	2008-04-01	2008-06-18	2008-07-18
10.1371/journal.pmed.0040014	2006-02-09	2006-10-30	2007-01-09
10.1371/journal.pgen.1000439	2009-01-27	2009-02-25	2009-03-27
10.1371/journal.pgen.1003985	2013-06-16	2013-10-14	2013-12-26
10.1371/journal.pone.0005503	2007-08-06	2009-04-20	2009-05-11
10.1371/journal.pmed.1001375	2012-02-19	2012-12-14	2013-01-22
10.1371/journal.pmed.1001474	2012-12-03	2013-05-14	2013-06-25
10.1371/journal.pntd.0003818	2014-10-31	2015-05-06	2015-06-01
10.1371/journal.ppat.1002769	2011-10-09	2012-05-07	2012-06-21
10.1371/journal.pmed.1001348	2011-09-03	2012-10-17	2012-11-27
10.1371/journal.pgen.1003786	2013-01-28	2013-07-26	2013-09-12
10.1371/journal.ppat.1000797	2009-07-09	2010-01-27	2010-03-05
10.1371/journal.pmed.0040108	2006-09-20	2007-01-31	2007-03-27
10.1371/journal.pgen.1004839	2014-08-07	2014-10-20	2014-12-04
10.1371/journal.pmed.0030434	2006-02-01	2006-08-16	2006-11-14
10.1371/journal.pone.0056314	2012-08-03	2013-01-08	2013-02-07
10.1371/journal.pntd.0001597	2011-02-17	2012-02-22	2012-04-10
10.1371/journal.ppat.0030073	2007-03-05	2007-04-02	2007-05-18
10.1371/journal.pntd.0003232	2014-05-01	2014-09-01	2014-10-09
10.1371/journal.ppat.1002265	2011-03-11	2011-07-28	2011-09-22
10.1371/journal.pntd.0003203	2014-03-03	2014-08-20	2014-10-16
10.1371/journal.pbio.1000539	2010-04-16	2010-10-01	2010-11-16
10.1371/journal.pcbi.1002190	2010-12-17	2011-07-27	2011-11-17
10.1371/journal.pgen.0030173	2007-02-15	2007-08-24	2007-10-12
10.1371/journal.pgen.1004853	2014-10-23	2014-10-25	2014-12-04
10.1371/journal.pone.0025300	2011-06-01	2011-08-31	2011-10-04
10.1371/journal.pcbi.1003455	2013-05-11	2013-12-10	2014-01-30
10.1371/journal.pcbi.1004159	2014-09-10	2015-01-28	2015-04-16
10.1371/journal.pbio.1000618	2010-08-13	2011-04-07	2011-05-17
10.1371/journal.pgen.1000923	2009-11-04	2010-03-24	2010-04-22
10.1371/journal.pmed.1001184	2011-09-21	2012-01-26	2012-03-13
10.1371/journal.pone.0052230	2012-07-13	2012-11-13	2012-12-20
10.1371/journal.ppat.1000095	2007-11-20	2008-05-29	2008-07-04
10.1371/journal.pone.0034875	2011-10-12	2012-03-10	2012-04-06
10.1371/journal.pntd.0003238	2014-04-18	2014-09-04	2014-10-09
10.1371/journal.pone.0004230	2008-08-05	2008-12-05	2009-01-19
10.1371/journal.pone.0028804	2011-07-01	2011-11-15	2011-12-14
10.1371/journal.pone.0087740	2013-09-28	2013-12-13	2014-02-04
10.1371/journal.pone.0049837	2012-02-27	2012-10-12	2012-11-21
10.1371/journal.pone.0068611	2012-12-18	2013-05-31	2013-07-12
10.1371/journal.pgen.1003627	2013-01-02	2013-05-30	2013-07-18
10.1371/journal.pone.0125125	2014-11-04	2015-03-09	2015-04-20
10.1371/journal.ppat.1000551	2008-10-15	2009-07-22	2009-08-14
10.1371/journal.pntd.0003819	2015-03-28	2015-05-08	2015-06-05
10.1371/journal.pone.0097701	2013-12-17	2014-04-22	2014-05-15
10.1371/journal.ppat.1002999	2012-03-16	2012-09-11	2012-10-25
10.1371/journal.pcbi.1000353	2008-08-07	2009-03-09	2009-04-10
10.1371/journal.pmed.0020183	2005-02-23	2005-05-02	2005-06-28
10.1371/journal.pbio.1001084	2010-11-08	2011-05-06	2011-06-21
10.1371/journal.ppat.1004477	2014-06-25	2014-09-16	2014-11-06
10.1371/journal.pntd.0002796	2013-08-12	2014-03-05	2014-04-17
10.1371/journal.ppat.1002731	2012-01-01	2012-04-19	2012-05-31
10.1371/journal.pone.0032839	2011-10-24	2012-01-31	2012-03-12
10.1371/journal.pone.0073165	2013-03-25	2013-07-18	2013-09-11
10.1371/journal.pntd.0003345	2014-05-07	2014-10-14	2014-12-04
10.1371/journal.pmed.0040124	2006-09-13	2007-02-07	2007-04-10
10.1371/journal.pgen.1003309	2012-05-09	2012-12-20	2013-03-14
10.1371/journal.pone.0070606	2013-03-15	2013-06-21	2013-07-29
10.1371/journal.ppat.1003213	2012-09-28	2013-01-10	2013-03-07
10.1371/journal.pone.0011547	2010-04-15	2010-06-17	2010-07-12
10.1371/journal.pgen.1002901	2012-03-13	2012-07-02	2012-08-30
10.1371/journal.ppat.1001183	2010-05-17	2010-10-07	2010-11-11
10.1371/journal.pntd.0003722	2015-01-18	2015-03-26	2015-04-17
10.1371/journal.pcbi.1002422	2011-11-04	2012-01-25	2012-03-08
10.1371/journal.pgen.1001291	2010-07-20	2011-01-05	2011-02-03
10.1371/journal.pmed.0030216	2005-08-18	2006-03-13	2006-06-06
10.1371/journal.pntd.0002587	2013-07-31	2013-10-30	2013-12-19
10.1371/journal.pmed.1001718	2013-12-20	2014-07-24	2014-09-09
10.1371/journal.ppat.1003013	2012-06-27	2012-09-18	2012-11-01
10.1371/journal.ppat.1000737	2009-06-17	2009-12-21	2010-01-22
10.1371/journal.pbio.0020237	2004-01-20	2004-05-26	2004-08-17
10.1371/journal.pcbi.1003260	2012-11-10	2013-07-27	2013-10-31
10.1371/journal.pgen.1003845	2013-02-23	2013-08-14	2013-10-03
10.1371/journal.pone.0022894	2010-11-26	2011-07-07	2011-08-18
10.1371/journal.pcbi.1003022	2012-08-20	2013-02-20	2013-04-04
10.1371/journal.pntd.0003369	2014-07-22	2014-10-23	2014-12-11
10.1371/journal.pntd.0001589	2011-12-19	2012-02-16	2012-04-03
10.1371/journal.pgen.1001009	2009-11-09	2010-05-27	2010-07-01
10.1371/journal.pmed.0040097	2006-08-23	2007-01-19	2007-03-20
10.1371/journal.pbio.0050116	2006-05-02	2007-02-02	2007-03-20
10.1371/journal.pcbi.0040027	2007-09-26	2007-12-10	2008-01-25
10.1371/journal.pgen.0030213	2007-05-08	2007-10-11	2007-11-30
10.1371/journal.pmed.0050016	2007-07-23	2007-11-09	2008-01-15
10.1371/journal.ppat.1003777	2013-08-17	2013-10-04	2013-11-21
10.1371/journal.pbio.1001409	2012-05-08	2012-09-06	2012-10-23
10.1371/journal.pntd.0000848	2010-06-10	2010-09-14	2010-10-26
10.1371/journal.pone.0112808	2014-06-15	2014-10-20	2014-11-13
10.1371/journal.pgen.1004851	2014-03-20	2014-10-25	2014-12-11
10.1371/journal.pbio.0030298	2005-03-10	2005-06-24	2005-08-09
10.1371/journal.pone.0041861	2012-04-23	2012-06-26	2012-07-30
10.1371/journal.pgen.1003991	2013-07-22	2013-10-16	2014-02-06
10.1371/journal.pgen.1000640	2009-02-09	2009-08-10	2009-09-11
10.1371/journal.ppat.1000232	2008-08-12	2008-11-05	2008-12-05
10.1371/journal.ppat.1004004	2013-10-25	2014-02-01	2014-03-13
10.1371/journal.pone.0125380	2012-11-13	2015-03-24	2015-04-10
10.1371/journal.ppat.1000742	2009-07-23	2009-12-29	2010-01-29
10.1371/journal.pgen.1004919	2014-07-04	2014-11-24	2015-01-22
10.1371/journal.pcbi.1002180	2011-02-01	2011-07-17	2011-09-29
10.1371/journal.pgen.1001195	2010-06-24	2010-10-04	2010-12-02
10.1371/journal.pcbi.1000153	2008-03-03	2008-07-10	2008-08-22
10.1371/journal.pntd.0001942	2012-07-25	2012-10-23	2012-12-06
10.1371/journal.pone.0106714	2013-11-17	2014-08-09	2014-09-30
10.1371/journal.pbio.1001494	2012-06-26	2013-01-14	2013-02-26
10.1371/journal.pbio.0030192	2004-12-07	2005-03-30	2005-05-24
10.1371/journal.pone.0074073	2013-04-04	2013-07-29	2013-08-23
10.1371/journal.pmed.1000047	2008-02-14	2009-01-29	2009-04-07
10.1371/journal.ppat.1004691	2014-10-08	2015-01-21	2015-02-13
